Sigla,País,Ano,Valor Bruto,Pontuação Final,Rank,Continente
DEU,Germany,2024,35.454799350182896,4.128364648545549,12.0,EU
DNK,Denmark,2019,15.256258047423396,2.346140415949124,31.0,EU
DNK,Denmark,2021,21.934679877457626,2.935412930363908,25.0,EU
DNK,Denmark,2024,24.107959090808684,3.127172860953708,21.0,EU
DOM,Dominican Republic,2019,6.567540434400926,1.5794888618589051,56.0,SA
DOM,Dominican Republic,2021,7.388183775981171,1.651898568468927,61.0,SA
DOM,Dominican Republic,2024,7.608767703234891,1.6713618561677843,60.0,SA
DZA,Algeria,2019,1.2154967993754089,1.1072497175919478,94.0,AF
DZA,Algeria,2021,2.332876666869484,1.2058420588414251,88.0,AF
DZA,Algeria,2024,2.594087861514112,1.2288901054277157,87.0,AF
ECU,Ecuador,2019,4.614295777486128,1.4071437450723054,65.0,SA
ECU,Ecuador,2021,8.273630973451294,1.730026262363349,55.0,SA
ECU,Ecuador,2024,7.970637080947846,1.703291507142457,59.0,SA
EGY,"Egypt, Arab Rep.",2019,7.239051498836034,1.6387398381325913,52.0,AF
EGY,"Egypt, Arab Rep.",2021,12.438101585225466,2.097479551637541,42.0,AF
EGY,"Egypt, Arab Rep.",2024,13.216952780627247,2.1662017159376985,40.0,AF
ESP,Spain,2019,35.8636234372205,4.164437362107691,10.0,EU
ESP,Spain,2021,60.70285912765782,6.356134628910984,3.0,EU
ESP,Spain,2024,54.91186387017494,5.845164459133083,4.0,EU
EST,Estonia,2019,1.5308836049380452,1.1350779651415923,87.0,EU
EST,Estonia,2021,3.270685371547541,1.288589885724783,83.0,EU
EST,Estonia,2024,2.853281894378773,1.251760167151068,86.0,EU
FIN,Finland,2019,11.611742649024563,2.0245655278551085,39.0,EU
FIN,Finland,2021,17.447033710626716,2.539444150937652,31.0,EU
FIN,Finland,2024,17.374713941460648,2.533062994834763,31.0,EU
FRA,France,2019,43.82560890004096,4.866965491180084,6.0,EU
FRA,France,2021,55.15869635493124,5.866943796023344,5.0,EU
FRA,France,2024,54.543156371362144,5.812631444531954,5.0,EU
GBR,United Kingdom,2019,50.82638076783834,5.484680655985736,4.0,EU
GBR,United Kingdom,2021,16.633628722153396,2.467673122542947,34.0,EU
GBR,United Kingdom,2024,37.43838791865055,4.303387169292695,9.0,EU
GEO,Georgia,2019,16.436463681968082,2.450276207232478,28.0,AS
GEO,Georgia,2021,9.287444522703266,1.819480399062053,51.0,AS
GEO,Georgia,2024,13.767096460090992,2.214743805302146,39.0,AS
GHA,Ghana,2019,1.622003134449007,1.1431179236278537,86.0,AF
GHA,Ghana,2021,2.73571166424344,1.2413863233155975,85.0,AF
GHA,Ghana,2024,3.063384571571368,1.270298638668062,84.0,AF
GRC,Greece,2019,22.13543013774841,2.95312618862486,19.0,EU
GRC,Greece,2021,23.570905524068188,3.0797857815354286,20.0,EU
GRC,Greece,2024,23.120435548481183,3.04003843074834,22.0,EU
GTM,Guatemala,2019,5.80780391740233,1.5124532868296172,61.0,SA
GTM,Guatemala,2021,6.37619934800638,1.5626058248240924,65.0,SA
GTM,Guatemala,2024,5.45685582885462,1.481487279016584,70.0,SA
HND,Honduras,2019,2.5042891094938056,1.2209666861318065,83.0,SA
HND,Honduras,2021,3.0041474046839007,1.26507182982505,84.0,SA
HND,Honduras,2024,3.040475130189994,1.2682772173697052,85.0,SA
HRV,Croatia,2019,62.73627949957476,6.535554073491891,2.0,EU
HRV,Croatia,2021,78.44775425387525,7.0,1.0,EU
HRV,Croatia,2024,66.37140325618788,6.856300287310695,3.0,EU
HUN,Hungary,2019,3.3351985410068847,1.2942822242064898,74.0,EU
HUN,Hungary,2021,5.413601465499435,1.4776707175440678,72.0,EU
HUN,Hungary,2024,4.528338702890386,1.3995592973138575,75.0,EU
IDN,Indonesia,2019,8.96843823289686,1.7913327852556054,46.0,AS
IDN,Indonesia,2021,12.236630622382402,2.079702701974918,44.0,AS
IDN,Indonesia,2024,10.583404256180822,1.9338297873100725,46.0,AS
IND,India,2019,17.860924852827157,2.5759639576023963,25.0,AS
IND,India,2021,17.211573734349948,2.5186682706779364,32.0,AS
IND,India,2024,17.907020450931086,2.580031216258625,29.0,AS
IRL,Ireland,2019,17.92624837097042,2.5817277974385666,24.0,EU
IRL,Ireland,2021,19.85566151199957,2.751970133411727,28.0,EU
IRL,Ireland,2024,17.680723224552377,2.560063813931092,30.0,EU
IRN,"Iran, Islamic Rep.",2019,2.6793826540225463,1.2364161165314012,79.0,AS
IRN,"Iran, Islamic Rep.",2021,4.0395769541631,1.35643326066145,81.0,AS
IRN,"Iran, Islamic Rep.",2024,3.746838915193559,1.3306034336935493,80.0,AS
ISL,Iceland,2019,61.39313675747863,6.417041478601055,3.0,EU
ISL,Iceland,2021,59.68403627999933,6.266238495294059,4.0,EU
ISL,Iceland,2024,67.83263319284914,6.985232340545513,2.0,EU
ISR,Israel,2019,4.431007922993402,1.3909712873229472,68.0,AS
ISR,Israel,2021,7.358030295265527,1.6492379672293112,62.0,AS
ISR,Israel,2024,6.838079206194715,1.6033599299583572,64.0,AS
ITA,Italy,2019,70.70217485463654,7.0,1.0,EU
ITA,Italy,2021,77.3842425427858,7.0,2.0,EU
ITA,Italy,2024,89.12713293935317,7.0,1.0,EU
JAM,Jamaica,2019,7.257698010058472,1.640385118534571,51.0,SA
