Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2026-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Morocco,MAR,1296000000,1675000000,1446000000,1744000000,1949000000,2039000000,2583000000,2646000000,3221000000,3922000000,4610000000,5984000000,7181000000,7221000000,6626000000,6702000000,7321000000,6697000000,6851000000,7384000000,6260000000,6557000000,7494000000,7774000000,8187000000,3848000000
Moldova,MDA,57000000,33000000,50000000,40000000,34000000,39000000,39000000,50000000,54000000,91000000,103000000,117000000,171000000,216000000,173000000,163000000,186000000,198000000,230000000,234000000,219000000,256000000,323000000,381000000,396000000,316000000
Madagascar,MDG,58000000,65000000,74000000,92000000,100000000,121000000,115000000,64000000,76000000,157000000,209000000,235000000,271000000,350000000,257000000,309000000,478000000,560000000,574000000,668000000,621000000,750000000,671000000,697000000,747000000,145000000
Maldives,MDV,211000000,266000000,286000000,303000000,314000000,321000000,327000000,337000000,402000000,471000000,826000000,1235000000,1515000000,1559000000,1473000000,1713000000,1940000000,1958000000,2335000000,2696000000,2569000000,2506000000,2744000000,3028000000,3157000000,1398000000
Mexico,MEX,6179000000,6756000000,7376000000,7493000000,7223000000,8294000000,8401000000,8858000000,9362000000,10796000000,11803000000,12177000000,12919000000,13370000000,11513000000,11992000000,11869000000,12739000000,13949000000,16208000000,17734000000,19650000000,21336000000,22526000000,24573000000,10996000000
Marshall Islands,MHL,,,,,,,,,,,3200000.04768372,3099999.90463257,2900000.09536743,2599999.90463257,2900000.09536743,3500000,4500000,3900000.09536743,4099999.90463257,5199999.80926514,1299999.95231628,5199999.80926514,6599999.90463257,8600000.38146973,,
North Macedonia,MKD,19000000,21000000,14000000,17000000,40000000,38000000,26000000,39000000,57000000,72000000,89000000,129000000,186000000,228000000,218000000,197000000,240000000,234000000,267000000,295000000,265000000,280000000,327000000,382000000,396000000,252000000
Mali,MLI,25000000,24000000,23000000,25000000,30000000,40000000,88000000,104000000,128000000,140000000,148000000,175000000,221000000,275000000,192000000,205000000,210000000,142000000,178000000,212000000,186000000,201000000,206000000,227000000,,
Malta,MLT,656000000,632000000,635000000,653000000,667000000,587000000,561000000,614000000,722000000,767000000,755000000,767000000,965000000,1082000000,899000000,1066000000,1276000000,1260000000,1402000000,1521000000,1381000000,1451000000,1747000000,1849000000,1897000000,418000000
Myanmar,MMR,151000000,181000000,155000000,171000000,189000000,162000000,109000000,120000000,56000000,84000000,67000000,46000000,85000000,68000000,56000000,72000000,325000000,539000000,959000000,1613000000,2120000000,2197000000,1969000000,1652000000,2483000000,
Montenegro,MNE,,,,,,,,,,,,,630000000,813000000,745000000,713000000,875000000,809000000,880000000,908000000,903000000,933000000,1067000000,1171000000,1224000000,166000000
Mongolia,MNG,21000000,10000000,13000000,35000000,36000000,36000000,39000000,130000000,143000000,185000000,177000000,225000000,307000000,247000000,235000000,244000000,156000000,177000000,197000000,215000000,246000000,316000000,396000000,461000000,513000000,29000000
Mozambique,MOZ,,49000000,61000000,61000000,61000000,74000000,64000000,63000000,98000000,95000000,130000000,140000000,163000000,190000000,196000000,108000000,138000000,189000000,199000000,207000000,193000000,108000000,151000000,242000000,252000000,90000000
Mauritania,MRT,11000000,19000000,21000000,20000000,28000000,,,,,,,,,,,,,48000000,41000000,37000000,29000000,30000000,23000000,4000000,11199999.8092651,5500000
Mauritius,MUS,430000000,504000000,478000000,496000000,543000000,542000000,623000000,612000000,697000000,856000000,871000000,1005000000,1304000000,1454000000,1120000000,1285000000,1484000000,1480000000,1322000000,1447000000,1433000000,1571000000,1748000000,1891000000,1779000000,466000000
Malawi,MWI,18000000,26000000,28000000,24000000,38000000,25000000,25000000,33000000,54000000,62000000,29000000,26000000,29000000,31000000,33000000,31000000,31000000,31000000,29000000,32000000,35000000,26000000,31000000,49000000,55000000,30000000
Malaysia,MYS,3969000000,4477000000,3741000000,2381000000,3588000000,5011000000,6863000000,7118000000,5901000000,8203000000,8846000000,10427000000,14050000000,15293000000,15798000000,18152000000,19649000000,20251000000,21500000000,22600000000,17666000000,18085000000,18385000000,19608000000,19828000000,3004000000
Namibia,NAM,278000000,293000000,333000000,288000000,238000000,112000000,222000000,211000000,333000000,405000000,348000000,382000000,433000000,383000000,395000000,320000000,264000000,293000000,244000000,452000000,465000000,224000000,341000000,380000000,349000000,118000000
New Caledonia,NCL,108000000,114000000,117000000,110000000,112000000,111000000,94000000,156000000,196000000,241000000,149000000,122000000,142000000,152000000,141000000,129000000,166000000,165000000,168000000,187000000,158000000,159000000,,,,
Niger,NER,7000000,25000000,28000000,27000000,25000000,23000000,30000000,20000000,27000000,31000000,43000000,36000000,41000000,79000000,66000000,105000000,51000000,50000000,58000000,90000000,74000000,77000000,83000000,98000000,116000000,
Nigeria,NGA,17000000,35000000,55000000,47000000,54000000,101000000,91000000,139000000,30000000,21000000,54000000,184000000,213000000,569000000,602000000,569000000,623000000,555000000,538000000,543000000,404000000,1070000000,2549000000,1962000000,1449000000,313000000
Nicaragua,NIC,50000000,54000000,80000000,100000000,125000000,129000000,135000000,135000000,160000000,192000000,206000000,249000000,277000000,303000000,336000000,314000000,391000000,421000000,417000000,446000000,528000000,642000000,841000000,544000000,515000000,199000000
Netherlands,NLD,6578000000,6568000000,6299000000,6796000000,6977000000,7197000000,6708000000,7710000000,9163000000,10308000000,8770000000,9273000000,11313000000,12874000000,12063000000,11653000000,12897000000,12295000000,13733000000,14684000000,13171000000,14263599609375,16117200195.3125,17772199218.75,18575400390625,9101000000
Norway,NOR,2238000000,2256000000,2135000000,2116000000,2277000000,2050000000,1958000000,2179000000,2500000000,2980000000,3494000000,3791000000,4503000000,4853000000,4199000000,4692000000,5329000000,5436000000,5627000000,5579000000,4864000000,5226000000,5601000000,5928000000,5861000000,1792000000
Nepal,NPL,177000000,161000000,146000000,189000000,173000000,158000000,144000000,103000000,199000000,230000000,131000000,128000000,200000000,335000000,413000000,344000000,383000000,351000000,436000000,487000000,483000000,446000000,629000000,644000000,705000000,197000000
Nauru,NRU,,,,,,,,,,,,,,600000.023841858,500000,600000.023841858,1000000,1000000,1500000,6800000.19073486,1700000.04768372,3400000.09536743,3900000.09536743,1600000.02384186,,
New Zealand,NZL,2318000000,2553000000,2211000000,1857000000,2234000000,2272000000,2340000000,3159000000,4232000000,5098000000,6486000000,6148000000,7190000000,6961000000,5979000000,6523000000,7295000000,7142000000,7434000000,8582000000,9464000000,9773000000,10594000000,10961000000,10547000000,6229000000
Oman,OMN,,193000000,192000000,206000000,206000000,221000000,385000000,393000000,385000000,411000000,429000000,544000000,648000000,796000000,689000000,783000000,995000000,1096000000,1295000000,1375000000,1540000000,1617000000,1747000000,1758000000,1811000000,441000000
Pakistan,PAK,110000000,105000000,103000000,87000000,74000000,81000000,88000000,97000000,122000000,179000000,182000000,255000000,276000000,316000000,272000000,305000000,373000000,339000000,288000000,282000000,317000000,322000000,352000000,390000000,494000000,439000000
Panama,PAN,309000000,360000000,377000000,382000000,396000000,458000000,477000000,513000000,585000000,651000000,780000000,960000000,1185000000,1408000000,1484000000,1745000000,2519000000,3064000000,3533000000,3729000000,3948000000,4234000000,4422000000,4617000000,4521000000,1117000000
Peru,PER,428000000,670000000,816000000,845000000,890000000,837000000,733000000,787000000,963000000,1142000000,1308000000,1570000000,1723000000,1991000000,2014000000,2008000000,2262000000,2443000000,3000000000,3077000000,3309000000,3486000000,3576000000,3557000000,3738000000,776000000
Philippines,PHL,1136000000,1546000000,2341000000,1418000000,2578000000,2156000000,1742000000,1761000000,1544000000,2017000000,2287000000,3542000000,4961000000,2563000000,2370000000,2645000000,3198000000,4061000000,4690000000,5030000000,5272000000,5143000000,6988000000,8240000000,9781000000,2010000000
Palau,PLW,,,,58000000,54000000,45000000,41000000,40000000,41000000,49000000,60000000,57000000,65000000,74000000,73000000,73000000,91000000,105000000,113000000,127000000,149000000,141000000,116000000,,,
Papua New Guinea,PNG,25000000,14000000,8000000,15000000,6000000,7000000,5000000,3000000,4000000,5800000.19073486,3599999.90463257,3900000.09536743,4199999.80926514,2099999.90463257,2099999.90463257,2299999.95231628,4900000.09536743,2400000.09536743,3599999.90463257,2700000.04768372,1700000.04768372,800000.011920929,1960000.03814697,3460000.03814697,,
Poland,POL,6614000000,8444000000,8679000000,7946000000,6100000000,5677000000,4646000000,4314000000,4069000000,5855000000,6304000000,7270000000,10641000000,11826000000,9056000000,9414000000,10554000000,10801000000,11154000000,11614000000,10283000000,10847000000,12614000000,13862000000,13704000000,7771000000
Portugal,PRT,4831000000,4791000000,4614000000,5470000000,5259000000,5244000000,5469000000,5803000000,6627000000,7678000000,7674000000,8420000000,10173000000,10985000000,9701000000,10004000000,11384000000,10997000000,12149000000,13651000000,12875000000,14217000000,17751000000,20057000000,20444000000,8835000000
Paraguay,PRY,137000000,140000000,128000000,111000000,81000000,73000000,69000000,62000000,64000000,70000000,78000000,92000000,102000000,109000000,205000000,217000000,241000000,265000000,273000000,288000000,318000000,326000000,369000000,363000000,379000000,81000000
West Bank and Gaza,PSE,255000000,242000000,239000000,346000000,377000000,94000000,14000000,14000000,66000000,84000000,52000000,25000000,99000000,146000000,193000000,409000000,615000000,469000000,510000000,412000000,308000000,234000000,241000000,301000000,384000000,191000000
French Polynesia,PYF,,,,,,,,372000000,480000000,523000000,530000000,463000000,537000000,522000000,440000000,405000000,457000000,435000000,458000000,510000000,466000000,488000000,511000000,642000000,,
Qatar,QAT,,,,,122000000,128000000,272000000,285000000,369000000,498000000,760000000,874000000,,,,,1170000000,2857000000,3456000000,4591000000,5035000000,5411000000,5971000000,5565000000,5442000000,3563000000
Romania,ROU,590000000,529000000,526000000,260000000,252000000,359000000,362000000,335000000,449000000,503000000,1051000000,1307000000,1610000000,1992000000,1230000000,1136000000,1419000000,1466000000,1849000000,1987000000,1841000000,2032000000,3079000000,3388000000,3572000000,1433000000
Russian Federation,RUS,4312000000,7102000000,7164000000,6508000000,3723000000,3429000000,3572000000,4040000000,4502000000,5530000000,5870000000,7628000000,9447000000,11842000000,9366000000,8830000000,11328000000,10759000000,11988000000,11759000000,8420000000,7787000000,8945000000,11591000000,10961000000,2854000000
Rwanda,RWA,2000000,4000000,17000000,19000000,17000000,23000000,25000000,31000000,30000000,44000000,49000000,132000000,152000000,186000000,174000000,202000000,252000000,282000000,294000000,304000000,338000000,363000000,381000000,392000000,458000000,120000000
Saudi Arabia,SAU,,,,,,,,,,6486000000,4626000000,4769000000,5971000000,5910000000,5995000000,6712000000,8459000000,7432000000,7651000000,8238000000,10130000000,11096000000,12056000000,13790000000,16431000000,4036000000
Sudan,SDN,8000000,8000000,4000000,2000000,2000000,5000000,3000000,108000000,17000000,21000000,114000000,194000000,390000000,255000000,231000000,82000000,179000000,772000000,773000000,967000000,949000000,1009000000,1029000000,1043000000,821000000,689000000
Senegal,SEN,168000000,156000000,162000000,172000000,174000000,144000000,174000000,190000000,209000000,211000000,242000000,250000000,531000000,545000000,464000000,453000000,469000000,407000000,439000000,424000000,369000000,390000000,420000000,496000000,,
Singapore,SGP,7611000000,7402000000,6326000000,4603000000,5089000000,5142000000,4641000000,4458000000,3842000000,5327000000,6209000000,7536000000,9066000000,10615000000,9225000000,14178000000,17929000000,18795000000,19231000000,19161000000,16617000000,18943000000,19890000000,20422000000,20302000000,5189000000
Solomon Islands,SLB,15699999.8092651,13899999.6185303,7099999.90463257,6599999.90463257,5699999.80926514,3900000.09536743,5199999.80926514,699999.988079071,1500000,3500000,1600000.02384186,21100000.3814697,22600000.3814697,27500000,33400001.5258789,43500000,57299999.2370605,54099998.4741211,60599998.4741211,56000000,51000000,59000000,67000000,81000000,71000000,6000000
Sierra Leone,SLE,57000000,29000000,10000000,6000000,6000000,10000000,14000000,38000000,60000000,58000000,64000000,23000000,22000000,34000000,25000000,26000000,44000000,47000000,66000000,35000000,37000000,41000000,39000000,39000000,43000000,
El Salvador,SLV,85000000,86000000,149000000,206000000,222000000,217000000,201000000,245000000,382000000,453000000,361000000,382000000,482000000,425000000,319000000,390000000,415000000,558000000,621000000,821000000,817000000,829000000,873000000,1014000000,1306000000,636000000
Serbia,SRB,,,,,,,,,,,,,866000000,942000000,866000000,799000000,990000000,921000000,1053000000,1142000000,1048000000,1151000000,1345000000,1547000000,1604000000,1245000000
Sao Tome and Principe,STP,,,,4099999.90463257,9199999.80926514,9899999.61853027,6199999.80926514,6900000.09536743,7400000.09536743,7699999.80926514,7300000.19073486,6699999.80926514,5000000,7699999.80926514,8300000.19073486,11100000.3814697,15899999.6185303,15000000,30600000.3814697,56000000,62099998.4741211,68800003.0517578,65900001.5258789,71900001.5258789,44700000.7629395,16399999.6185303
Suriname,SUR,21000000,14000000,9000000,2000000,9000000,16000000,14000000,3000000,4000000,17000000,45000000,95000000,67000000,77000000,64000000,61000000,61000000,71000000,84000000,95000000,88000000,65000000,46000000,56000000,53000000,15000000
Slovak Republic,SVK,623000000,673000000,545000000,488000000,461000000,433000000,641000000,736000000,865000000,905000000,1210000000,1521000000,2026000000,2681000000,2343000000,2227000000,2432000000,2295000000,2653000000,2600000000,2430000000,2751000000,2937000000,3193000000,3200000000,1254000000
Slovenia,SVN,1084000000,1240000000,1181000000,1088000000,958000000,961000000,1001000000,1086000000,1342000000,1624000000,1795000000,1961000000,2282000000,2697000000,2602000000,2627000000,2850000000,2626000000,2778000000,2843000000,2399000000,2517500000,2869000000,3181100097.65625,3179800048.82813,1370300048.82813
Sweden,SWE,3471000000,3686000000,3600000000,4188000000,4132000000,4064000000,4253000000,4710000000,5304000000,6198000000,6554000000,8375000000,10216000000,9996000000,7807000000,8336000000,10209000000,10104000000,9166000000,9231000000,8374000000,9129000000,10019000000,9973000000,9173000000,4370000000
Eswatini,SWZ,48000000,38000000,40000000,47000000,12000000,21000000,21000000,43000000,70000000,75000000,77000000,75000000,32000000,26000000,40000000,51000000,10000000,29000000,4000000,15000000,14000000,13000000,13000000,16000000,14000000,7000000
Sint Maarten (Dutch part),SXM,349000000,322000000,379000000,430000000,443000000,511000000,484000000,489000000,538000000,626000000,659000000,651000000,662000000,663000000,616000000,674000000,719000000,842000000,857000000,906000000,898000000,857000000,630000000,453000000,682000000,234000000
Seychelles,SYC,129000000,141000000,157000000,135000000,136000000,139000000,146000000,164000000,171000000,172000000,192000000,228000000,326000000,309000000,257000000,274000000,291000000,388000000,430000000,398000000,392000000,414000000,483000000,559000000,590000000,221000000
Syrian Arab Republic,SYR,1258000000,1165000000,1013000000,1017000000,1031000000,1082000000,1150000000,970000000,773000000,1800000000,1944000000,2025000000,2884000000,3150000000,3757000000,6190000000,1753000000,,,,,,,,,
Togo,TGO,13000000,10000000,12000000,11000000,7000000,8000000,11000000,13000000,15000000,19000000,20000000,21000000,34000000,40000000,68000000,66000000,98000000,111000000,125000000,125000000,114000000,119000000,138000000,153000000,149000000,
Thailand,THA,8035000000,9089000000,7660000000,6174000000,7028000000,7483000000,7075000000,7901000000,7856000000,10043000000,9576000000,13401000000,16669000000,18173000000,16056000000,20104000000,27184000000,30654000000,37807000000,34822000000,41246000000,44786000000,52376000000,56366000000,59810000000,14198000000
Tajikistan,TJK,,,,,,,,1600000.02384186,1500000,1200000.04768372,1600000.02384186,2099999.90463257,3299999.95231628,4199999.80926514,2400000.09536743,2500000,1100000.02384186,1600000.02384186,1299999.95231628,1200000.04768372,1000000,3599999.90463257,7599999.90463257,8899999.61853027,13699999.8092651,6400000.09536743
Timor-Leste,TLS,,,,,,,,,,,,20299999.2370605,26000000,14000000,16000000,24000000,18000000,21000000,29000000,35000000,51000000,58000000,73000000,78000000,70000000,26000000
Tonga,TON,10000000,13000000,16000000,8000000,9000000,7000000,6800000.19073486,5900000.09536743,10300000.1907349,12800000.1907349,14899999.6185303,15699999.8092651,14399999.6185303,17500000,17899999.6185303,16200000.7629395,31399999.6185303,38200000.7629395,44400001.5258789,36000000,43299999.2370605,51299999.2370605,48200000.7629395,48000000,56900001.5258789,47000000
Trinidad and Tobago,TTO,77000000,108000000,193000000,201000000,210000000,213000000,201000000,242000000,249000000,341000000,453000000,382000000,463000000,397000000,367000000,450000000,472000000,413000000,430000000,447000000,531000000,464000000,453000000,429000000,436000000,143000000
Tunisia,TUN,1530000000,1588000000,1543000000,1657000000,1827000000,1682000000,1751000000,1523000000,1583000000,1970000000,2143000000,2275000000,2575000000,2953000000,2773000000,2645000000,1914000000,2227000000,2191000000,2359000000,1381000000,1236000000,1305000000,1741000000,2116000000,852000000
Turkiye,TUR,4957000000,5650000000,7002000000,7177000000,5203000000,7636000000,10067000000,11901000000,13203000000,15888000000,19191000000,17457000000,19430000000,23365000000,22980000000,22585000000,25054000000,25345000000,27997000000,29552000000,26616000000,18743000000,22478000000,25220000000,29829000000,10220000000
Tuvalu,TUV,,,,,,,600000.023841858,800000.011920929,899999.976158142,1299999.95231628,1200000.04768372,1200000.04768372,1500000,1899999.97615814,1500000,2400000.09536743,2400000.09536743,2700000.04768372,3599999.90463257,3500000,5000000,4500000,5599999.90463257,5800000.19073486,7599999.90463257,
Tanzania,TZA,502000000,473000000,339000000,399000000,464000000,377000000,615000000,635000000,647000000,746000000,824000000,950000000,1199000000,1289000000,1160000000,1255000000,1353000000,1713000000,1880000000,2010000000,1902000000,2132000000,2250000000,2449000000,2604399902.34375,
Uganda,UGA,78000000,117000000,135000000,144000000,151000000,165000000,165000000,171000000,184000000,267000000,380000000,346000000,398000000,498000000,667000000,784000000,960000000,1135000000,939000000,965000000,1037000000,1102000000,941000000,1506000000,1385000000,504000000
Ukraine,UKR,191000000,230000000,270000000,315000000,327000000,394000000,573000000,788000000,935000000,2560000000,3125000000,3485000000,4597000000,5768000000,3576000000,3788000000,4294000000,4842000000,5083000000,1612000000,1082000000,1078000000,1261000000,1445000000,1620000000,374000000
Uruguay,URY,611000000,717000000,759000000,695000000,653000000,713000000,611000000,351000000,345000000,494000000,594000000,598000000,809000000,1051000000,1321000000,1509000000,2203000000,2523000000,2388000000,2229000000,2249000000,2285000000,2823000000,2620000000,2249000000,1055000000
United States,USA,74834000000,81772000000,86175000000,85001000000,89145000000,96871000000,86408000000,79625000000,76981000000,85648000000,93423000000,96149000000,106919000000,117029000000,110754000000,130315000000,142197000000,153921000000,170981000000,180264000000,192602000000,192866000000,196468000000,200722000000,199365000000,72812000000
St. Vincent and the Grenadines,VCT,53000000,64000000,71000000,73000000,85000000,82000000,89000000,91000000,91000000,96000000,104000000,113000000,110000000,96000000,88000000,86000000,92000000,94000000,92000000,175000000,207000000,216000000,210000000,226000000,249000000,83000000
"Venezuela, RB",VEN,849000000,884000000,558000000,703000000,581000000,423000000,615000000,434000000,331000000,502000000,650000000,768000000,895000000,1030000000,988000000,831000000,740000000,844000000,858000000,836000000,575000000,473000000,,,,
Vanuatu,VUT,45000000,56000000,53000000,60000000,50000000,56000000,46000000,54000000,64000000,75000000,85000000,92000000,119000000,169000000,190000000,217000000,223000000,241000000,287000000,257000000,228000000,243000000,265000000,295000000,278000000,62000000
Samoa,WSM,35000000,40000000,38000000,39000000,42000000,41000000,39000000,45000000,54000000,69000000,73000000,87000000,102000000,111000000,115000000,123000000,134000000,148000000,136000000,147000000,142000000,148000000,166000000,192000000,206000000,23000000
"Yemen, Rep.",YEM,50000000,55000000,70000000,84000000,61000000,73000000,38000000,38000000,139000000,139000000,181000000,181000000,425000000,886000000,899000000,1161000000,780000000,848000000,940000000,1026000000,100000000,100000000,,,,
South Africa,ZAF,2126000000,2615000000,2851000000,2854000000,2800000000,2677000000,2569000000,2923000000,5712000000,6513000000,7516000000,8120000000,8779000000,7956000000,7624000000,9085000000,9515000000,9996000000,9245000000,9338000000,8259000000,7919000000,8817000000,8989000000,8390000000,2607000000
Zambia,ZMB,,,29000000,40000000,53000000,67000000,80000000,64000000,88000000,92000000,447000000,506000000,599000000,542000000,474000000,492000000,555000000,518000000,552000000,642000000,660000000,683000000,653000000,742000000,819000000,412000000
Zimbabwe,ZWE,,,,,,,,,,,,,,,118000000,124000000,152000000,161000000,170000000,172000000,175000000,177000000,149000000,182000000,279000000,63000000
