Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2026-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Continent,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,SpecialNotes
Georgia,GEO,AS,,,156000000,226000000,130000000,110000000,107000000,149000000,130000000,147000000,169000000,167000000,176000000,203000000,181000000,199000000,213000000,256000000,294000000,299000000,330000000,386000000,464000000,525000000,657000000,180000000,"Includes self-governed areas only, which mostly exclude Abkhazia and South Ossetia, but small areas in Abkhazia and South Ossetia are included before 2008 or 2009 because of the changes in self-governed areas."
Ghana,GHA,AF,21000000,4000000,4000000,85000000,91000000,100000000,105000000,119000000,138000000,186000000,303000000,345000000,558000000,542000000,684000000,574000000,464000000,464000000,473000000,458000000,737000000,792000000,693000000,450000000,328000000,105000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1974-1987. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Guinea,GIN,AF,21000000,27000000,23000000,27000000,24000000,9000000,18000000,31000000,26000000,25000000,29000000,28000000,29000000,9000000,13000000,7500000,330999984741211,233999996185303,50000000,182000007629395,303999996185303,118999996185303,11500000,919999980926514,290000009536743,419999980926514,
"Gambia, The",GMB,AF,14000000,15000000,16000000,,,,,,4000000,4000000,5000000,6000000,13000000,12000000,12000000,14000000,16000000,13000000,10000000,54000000,4000000,6000000,7000000,9000000,930000019073486,5000000,
Guinea-Bissau,GNB,AF,379999995231628,290000009536743,1500000,,,,279999995231628,509999990463257,133000001907349,131000003814697,980000019073486,15500000,402000007629395,455999984741211,257000007629395,293999996185303,31500000,197999992370605,272000007629395,53000000,53000000,33000000,63000000,74500000,870999984741211,,
Greece,GRC,EU,1323000000,1210000000,1327000000,1756000000,3991000000,4558000000,4178000000,2439000000,2433000000,2874000000,3038000000,2998000000,3423000000,3930000000,3383000000,2853000000,3161000000,2364000000,2435000000,2755000000,2259000000,2220000000,2156000000,2582000000,3070000000,898000000,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Grenada,GRD,NA,5000000,5000000,6000000,6000000,7000000,8000000,8000000,8000000,8000000,9000000,10000000,16000000,16000000,11000000,10000000,10000000,10000000,11000000,11000000,18000000,20000000,21000000,22000000,24000000,24000000,5000000,
Guatemala,GTM,NA,141000000,135000000,119000000,157000000,183000000,182000000,225000000,276000000,312000000,385000000,421000000,529000000,597000000,687000000,604000000,621000000,656000000,712000000,768000000,782000000,754000000,754000000,775000000,807000000,814000000,256000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1985-2003. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Guyana,GUY,SA,21000000,59000000,62000000,63000000,75000000,69000000,55000000,38000000,26000000,30000000,40000000,49000000,58000000,52000000,52000000,73000000,79000000,82000000,81000000,77000000,93000000,103000000,94000000,80000000,47000000,47000000,
"Hong Kong SAR, China",HKG,AS,10497000000,11461000000,12678000000,13474000000,13134000000,12502000000,12317000000,12418000000,11447000000,13270000000,13305000000,14044000000,15042000000,16095000000,15547000000,17357000000,19022000000,20077000000,21215000000,22011000000,23059000000,24141000000,25386000000,26436000000,26879000000,5520000000,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. Agriculture value added includes mining and quarrying."
Honduras,HND,NA,57000000,60000000,62000000,81000000,94000000,120000000,128000000,149000000,217000000,244000000,262000000,355000000,212000000,291000000,296000000,321000000,354000000,454000000,404000000,338000000,358000000,370000000,401000000,408000000,499000000,163000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1988-1989. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Croatia,HRV,EU,422000000,510000000,530000000,600000000,751000000,568000000,606000000,781000000,672000000,848000000,754000000,737000000,985000000,1123000000,1014000000,832000000,881000000,926000000,903000000,846000000,755000000,945000000,1369000000,1693000000,1764000000,775687194824219,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2023: 1 euro = 7.53450 Croatian kuna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Haiti,HTI,NA,35000000,37000000,35000000,,,18000000,18000000,18000000,42000000,72000000,55000000,56000000,56000000,64000000,63000000,63000000,62000000,64000000,62000000,71000000,71000000,62000000,62000000,103000000,217000000,,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: September 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY)."
Hungary,HUN,EU,1498000000,1482000000,1494000000,1476000000,1543000000,1651000000,1808000000,2133000000,2594000000,2421000000,2277000000,1879000000,2546000000,3225000000,2750000000,2404000000,2485000000,1886000000,1906000000,2036000000,1830000000,2166000000,2469000000,2639000000,2741000000,1159000000,
Indonesia,IDN,AS,2172000000,2399000000,2411000000,2102000000,2353000000,3197000000,3406000000,3289000000,3082000000,3507000000,3584000000,4030000000,4904000000,5554000000,5316000000,6395000000,6255000000,6771000000,7675000000,7682000000,7292000000,7566000000,8289000000,10314000000,11308000000,1653000000,Fiscal year end: March 31; reporting period for national accounts data: CY. Data for Indonesia include Timor-Leste through 1999 unless otherwise noted.
India,IND,AS,996000000,913000000,1342000000,1713000000,2010000000,2690000000,3006000000,2988000000,3585000000,4816000000,6187000000,6845000000,8219000000,9606000000,9310000000,10490000000,13699000000,12342000000,11615000000,14595000000,14838000000,16376000000,18443000000,21319000000,22915000000,12574000000,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: March 31). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY)."
Ireland,IRL,EU,2034000000,2198000000,2210000000,3015000000,2631000000,2525000000,2858000000,3755000000,4736000000,5177000000,6073000000,6865000000,8655000000,10417000000,7826000000,7069000000,6728000000,5895000000,6198000000,6412000000,5704000000,6234000000,6616000000,7541000000,8156000000,2334000000,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
"Iran, Islamic Rep.",IRN,AS,241000000,258000000,382000000,153000000,632000000,668000000,708000000,3750000000,3842000000,4093000000,3724000000,4684000000,6809000000,7566000000,7805000000,9655000000,9775000000,7825000000,8839000000,9452000000,8992000000,10233000000,11507000000,8695000000,,,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: March 20). Also, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1972-2024. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Iraq,IRQ,AS,117000000,70000000,131000000,14000000,14000000,9000000,31000000,26000000,,,439000000,395000000,639000000,794000000,1207000000,1620000000,1836000000,2281000000,4835000000,6115000000,7934000000,7647000000,8093000000,7855000000,10925000000,4172000000,
Iceland,ISL,EU,282000000,308000000,323000000,396000000,436000000,471000000,372000000,371000000,523000000,697000000,980000000,1076000000,1326000000,1103000000,546000000,612000000,754000000,792000000,854000000,964000000,963000000,1217000000,1554000000,1691000000,1509000000,519000000,
Israel,ISR,AS,2120000000,2278000000,2283000000,2473000000,2566000000,2804000000,2945000000,2543000000,2550000000,2796000000,3261000000,3399000000,3930000000,3961000000,3540000000,3665000000,3775000000,3909000000,4542000000,5189000000,6012000000,6447000000,7057000000,7878000000,8153000000,1804000000,
Italy,ITA,EU,14811000000,15806000000,16643000000,17598000000,16887000000,15686000000,14798000000,16939000000,20604000000,20471000000,22362000000,23162000000,27322000000,30940000000,27967000000,26902000000,28749000000,26239000000,26948000000,28866000000,24425000000,24987000000,27901000000,30004000000,30307000000,10858000000,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1936.27 Italian lira. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Jamaica,JAM,NA,148000000,157000000,181000000,198000000,227000000,209000000,206000000,258000000,252000000,286000000,249000000,273000000,298000000,268000000,216000000,193000000,159000000,184000000,178000000,198000000,235000000,256000000,271000000,286000000,284000000,131000000,
Jordan,JOR,AS,425000000,381000000,398000000,451000000,355000000,350000000,378000000,453000000,452000000,524000000,585000000,837000000,883000000,1004000000,1064000000,1572000000,1161000000,1144000000,1096000000,1142000000,1160000000,1258000000,1386000000,1387000000,1461000000,381000000,
Japan,JPN,AS,36764000000,37058000000,33009000000,28806000000,32772000000,31884000000,26531000000,26656000000,28958000000,38252000000,37565000000,26876000000,26511000000,27901000000,25199000000,27950000000,27262000000,27906000000,21861000000,19314000000,15974000000,18562000000,18188000000,20198000000,21277000000,5448000000,Fiscal year end: March 31; reporting period for national accounts data: CY.
Kazakhstan,KAZ,AS,283000000,319000000,445000000,498000000,394000000,408000000,673000000,757000000,669000000,844000000,753000000,821000000,1082000000,1078000000,1132000000,1273000000,1611000000,3272000000,3468000000,3515000000,2867000000,2447000000,2560000000,2687000000,2763000000,826000000,
Kenya,KEN,AF,192000000,169000000,145000000,155000000,182000000,132000000,143000000,126000000,127000000,108000000,124000000,178000000,265000000,266000000,227000000,212000000,197000000,174000000,233000000,206000000,217000000,145000000,262000000,229000000,196000000,,Fiscal year end: June 30; reporting period for national accounts data: CY.
Kyrgyz Republic,KGZ,AS,7000000,6000000,4000000,4000000,11000000,16000000,12000000,10000000,17000000,50000000,58000000,92000000,112000000,304000000,147000000,148000000,247000000,350000000,350000000,390000000,399000000,461000000,292000000,314000000,391000000,89000000,
Cambodia,KHM,AS,8000000,15000000,13000000,25000000,28000000,33000000,37000000,38000000,36000000,48000000,96000000,122000000,123000000,97000000,104000000,61000000,264000000,314000000,355000000,401000000,510000000,616000000,741000000,863000000,911000000,169000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1963-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Kiribati,KIR,OC,,,,,,,,,,,,309999990463257,5500000,659999990463257,116999998092651,101000003814697,123000001907349,790000009536743,133999996185303,131999998092651,123999996185303,151999998092651,138999996185303,131999998092651,143000001907349,320000004768372,
St. Kitts and Nevis,KNA,NA,5000000,5000000,6000000,6000000,7000000,9000000,8000000,8000000,8000000,10000000,11000000,14000000,12000000,15000000,11000000,13000000,14000000,15000000,16000000,39000000,37000000,37000000,42000000,41000000,42000000,13000000,
"Korea, Rep.",KOR,AS,6341000000,7482000000,6988000000,3470000000,4881000000,7132000000,7617000000,10465000000,10103000000,12350000000,15406000000,18809000000,21957000000,19056000000,15035000000,18766000000,19920000000,20645000000,21648000000,23192000000,25270000000,27243000000,31691000000,35133000000,32739000000,16157000000,
Kuwait,KWT,AS,2248000000,2492000000,2377000000,2517000000,2270000000,2495000000,2842000000,3021000000,3348000000,3701000000,4532000000,5573000000,6636000000,7570000000,6189000000,6434000000,8064000000,9249000000,9653000000,11268000000,12381000000,12337000000,12548000000,14318000000,15839000000,6696000000,
Lao PDR,LAO,AS,30000000,22000000,21000000,23000000,12000000,8000000,100000001490116,300000011920929,1000000,4000000,5000000,9000000,8000000,41000000,83000000,203000000,237000000,605000000,904000000,1051000000,998000000,912000000,922000000,992000000,1011000000,251000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1960-2020. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Lebanon,LBN,AS,,,,,,,,2683000000,2943000000,3170000000,2908000000,3006000000,3114000000,3564000000,4012000000,4515000000,4004000000,4199000000,4388000000,4995000000,4741000000,5040000000,5587000000,6254000000,6338000000,1671000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1984-2024. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
St. Lucia,LCA,NA,25000000,29000000,29000000,31000000,33000000,33000000,32000000,34000000,36000000,37000000,39000000,39000000,42000000,45000000,47000000,48000000,48000000,45000000,46000000,45000000,46000000,51000000,54000000,55000000,61000000,19000000,
Sri Lanka,LKA,AS,186000000,176000000,180000000,202000000,218000000,240000000,250000000,263000000,279000000,296000000,314000000,373000000,393000000,428000000,411000000,453000000,501000000,710000000,1188000000,1263000000,1420000000,1542000000,1599000000,1660000000,1638000000,449000000,
Lesotho,LSO,AF,13000000,12000000,14000000,13000000,14000000,192000000,163000000,162000000,238000000,271000000,262000000,260000000,268000000,243000000,239000000,270000000,290000000,245000000,206000000,170000000,174000000,258000000,303000000,342000000,319000000,276000000,Fiscal year end: March 31; reporting period for national accounts data: CY.
Lithuania,LTU,EU,106000000,266000000,277000000,292000000,341000000,253000000,219000000,326000000,471000000,636000000,743000000,909000000,1144000000,1530000000,1119000000,849000000,859000000,925000000,1069000000,1059000000,951000000,1012000000,1115000000,1400000000,1388000000,438000000,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2015: 1 euro = 3.45280 Lithuanian litas. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Luxembourg,LUX,EU,1193000000,1189000000,1115000000,1335000000,1316000000,1309000000,1464000000,1915000000,2415000000,2878000000,2965000000,2996000000,3404000000,3736000000,3577000000,3538000000,3774000000,2998000000,3216000000,3281000000,2279000000,1997000000,2560000000,2813000000,3243000000,2420000000,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 40.3399 Luxembourg franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Latvia,LVA,EU,24000000,373000000,326000000,305000000,268000000,247000000,223000000,230000000,328000000,377000000,584000000,704000000,927000000,1139000000,798000000,648000000,765000000,680000000,715000000,715000000,618000000,699000000,728000000,778000000,748000000,301000000,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2014: 1 euro = 0.702804 Latvian lats. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. Based on data from EUROSTAT, the new reference year is 2010."
"Macao SAR, China",MAC,AS,,,,,,,,492000000,455000000,512000000,412000000,433000000,526000000,621000000,646000000,800000000,964000000,1083000000,1135000000,1254000000,1326000000,1404000000,1600000000,1837000000,1922000000,845000000,"On 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China."
Morocco,MAR,AF,302000000,300000000,315000000,423000000,452000000,425000000,389000000,444000000,548000000,574000000,612000000,693000000,880000000,1090000000,1106000000,1203000000,1363000000,1253000000,1318000000,1456000000,1402000000,1460000000,1793000000,1976000000,2176000000,1113000000,
Moldova,MDA,EU,56000000,52000000,65000000,59000000,57000000,73000000,75000000,95000000,99000000,113000000,141000000,190000000,233000000,288000000,243000000,241000000,277000000,308000000,335000000,345000000,284000000,257000000,302000000,352000000,386000000,276000000,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova."
Madagascar,MDG,AF,59000000,72000000,80000000,119000000,111000000,115000000,130000000,160000000,64000000,93000000,75000000,86000000,97000000,141000000,111000000,104000000,150000000,108000000,133000000,156000000,141000000,141000000,164000000,183000000,177000000,79000000,
Maldives,MDV,AS,31000000,38000000,40000000,42000000,45000000,46000000,45000000,46000000,46000000,56000000,70000000,78000000,122000000,167000000,174000000,205000000,184000000,164000000,204000000,208000000,253000000,284000000,308000000,338000000,349000000,92000000,
Mexico,MEX,NA,3171000000,3387000000,3892000000,4209000000,4541000000,5499000000,5702000000,6060000000,6253000000,6959000000,7600000000,8108000000,8462000000,8568000000,7207000000,7255000000,7832000000,8449000000,9122000000,9606000000,10098000000,10303000000,10840000000,11230000000,9881000000,3475000000,
Marshall Islands,MHL,OC,,,,,,,,,,,143999996185303,108999996185303,113999996185303,116000003814697,123500003814697,110900001525879,126999998092651,128999996185303,126999998092651,123000001907349,146999998092651,15500000,161000003814697,198999996185303,,,Fiscal year ends on September 30; reporting period for national accounts data: FY.
North Macedonia,MKD,EU,27000000,26000000,27000000,32000000,32000000,34000000,39000000,44000000,48000000,55000000,62000000,71000000,102000000,136000000,100000000,92000000,113000000,111000000,131000000,149000000,159000000,180000000,207000000,259000000,282000000,147000000,
Mali,MLI,AF,49000000,40000000,38000000,38000000,40000000,40000000,36000000,36000000,48000000,66000000,77000000,120000000,137000000,147000000,102000000,111000000,119000000,102000000,118000000,144000000,150000000,157000000,160000000,179000000,,,
Malta,MLT,EU,214000000,219000000,190000000,193000000,201000000,200000000,180000000,154000000,215000000,255000000,268000000,320000000,237000000,307000000,291000000,309000000,333000000,339000000,384000000,397000000,368000000,408000000,472000000,518000000,530000000,127000000,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.4293 Maltese lira. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. National accounts data source from 1995 to 2015 is Eurostat; prior to 1995 is UN."
Myanmar,MMR,AS,18000000,28000000,33000000,27000000,21000000,25000000,27000000,29000000,32000000,29000000,31000000,37000000,36000000,49000000,52000000,53000000,123000000,257000000,115000000,37000000,25000000,37000000,105000000,89000000,186000000,,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: September 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).  

In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1960-2014. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Montenegro,MNE,EU,,,,,,,,,,,,,37000000,43000000,49000000,46000000,39000000,39000000,48000000,47000000,45000000,66000000,67000000,68000000,58000000,30000000,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005."
Mongolia,MNG,AS,20000000,19000000,14000000,45000000,41000000,51000000,55000000,119000000,138000000,193000000,126000000,172000000,196000000,217000000,210000000,265000000,396000000,485000000,580000000,473000000,422000000,482000000,533000000,719000000,925000000,550000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Mozambique,MOZ,AF,,68000000,82000000,97000000,136000000,108000000,114000000,113000000,140000000,134000000,176000000,179000000,180000000,208000000,212000000,216000000,230000000,186000000,241000000,253000000,223000000,245000000,191000000,132000000,95000000,90000000,
Mauritania,MRT,AF,23000000,36000000,48000000,42000000,55000000,,,,,,,,,,,,,59000000,58000000,62000000,43000000,41000000,29000000,13000000,31000000,18000000,National account data were adjusted to reflect the new banknote (1 new ouguiya = 10 old ouguiya)
Mauritius,MUS,AF,159000000,179000000,173000000,185000000,187000000,182000000,198000000,204000000,216000000,255000000,275000000,327000000,357000000,452000000,354000000,398000000,400000000,366000000,438000000,481000000,547000000,616000000,669000000,588000000,578000000,205000000,
Malawi,MWI,AF,39000000,50000000,70000000,39000000,47000000,50000000,40000000,78000000,57000000,60000000,54000000,55000000,57000000,61000000,63000000,61000000,61000000,65000000,62000000,74000000,86000000,72000000,86000000,125000000,139000000,83000000,
Malaysia,MYS,AS,2314000000,2569000000,2590000000,1785000000,1973000000,2075000000,2614000000,2618000000,2846000000,3178000000,3711000000,4257000000,5601000000,6709000000,6508000000,8324000000,10180000000,12217000000,12236000000,12442000000,10708000000,10472000000,10829000000,12127000000,12385000000,4820000000,
Namibia,NAM,AF,90000000,89000000,99000000,88000000,76000000,73000000,67000000,63000000,101000000,123000000,108000000,118000000,132000000,114000000,35000000,35000000,46000000,48000000,41000000,50000000,63000000,72000000,90000000,56000000,107000000,72000000,Fiscal year end: March 31; reporting period for national accounts data: CY.
New Caledonia,NCL,OC,,,,,,,,104000000,128000000,167000000,122000000,129000000,149000000,168000000,170000000,179000000,176000000,159000000,164000000,169000000,145000000,153000000,,,,,
Niger,NER,AF,13000000,45000000,38000000,35000000,31000000,26000000,26000000,17000000,22000000,22000000,30000000,28000000,29000000,68000000,54000000,92000000,40000000,36000000,47000000,85000000,70000000,74000000,80000000,95000000,102500000,,
Nigeria,NGA,AF,906000000,1304000000,1816000000,1567000000,620000000,591000000,831000000,881000000,1795000000,,240000000,3279000000,5590000000,9777000000,5012000000,5566000000,6598000000,6141000000,5864000000,5811000000,5605000000,1079000000,5797000000,9569000000,13509000000,5548000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1970-2020. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Nicaragua,NIC,NA,40000000,60000000,65000000,70000000,78000000,78000000,76000000,69000000,75000000,89000000,91000000,136000000,127000000,144000000,134000000,121000000,138000000,136000000,152000000,168000000,156000000,181000000,235000000,219000000,181000000,63000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1988-2006. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Netherlands,NLD,EU,11674000000,12276000000,11227000000,12005000000,12029000000,12191000000,11994000000,12976000000,15265000000,16348000000,13724000000,14588000000,17277000000,19805000000,18628000000,19044000000,20741000000,19778000000,20698000000,21092000000,18038000000,17915199218.75,19985199218.75,20802500000,20479699218.75,702910009765625,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 2.20371 Netherlands guilder. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Norway,NOR,EU,4232000000,4491000000,4448000000,4723000000,4894000000,4601000000,4410000000,5189000000,6716000000,8489000000,9678000000,10721000000,12121000000,14100000000,12101000000,13472000000,15823000000,16603000000,18465000000,18539000000,15298000000,15069000000,16269000000,17052000000,16511000000,3860000000,
Nepal,NPL,AS,136000000,125000000,103000000,78000000,71000000,73000000,80000000,69000000,81000000,154000000,163000000,185000000,274000000,381000000,434000000,402000000,320000000,413000000,422000000,504000000,527000000,587000000,783000000,833000000,702000000,263000000,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: July 14). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY)."
Nauru,NRU,OC,,,,,,,,,,,,,,1500000,2500000,290000009536743,290000009536743,189999997615814,430000019073486,106999998092651,640000009536743,10000000,9000000,709999990463257,,,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY)."
New Zealand,NZL,OC,1259000000,1466000000,1461000000,1383000000,1430000000,1235000000,1255000000,1386000000,1649000000,2229000000,2671000000,2535000000,3077000000,3006000000,2580000000,3039000000,3461000000,3715000000,3861000000,4108000000,3721000000,4010000000,4463000000,4603000000,4408000000,1466000000,Fiscal year end: March 31; reporting period for national accounts data: CY.
Oman,OMN,AS,47000000,349000000,347000000,396000000,441000000,471000000,518000000,530000000,630000000,644000000,668000000,712000000,752000000,856000000,902000000,1001000000,1168000000,1282000000,1426000000,1655000000,1769000000,2138000000,2335000000,2542000000,2635000000,1036000000,
Pakistan,PAK,AS,446000000,795000000,353000000,357000000,184000000,250000000,252000000,255000000,925000000,1268000000,1280000000,1545000000,1593000000,1518000000,685000000,925000000,1130000000,1414000000,1083000000,1365000000,1658000000,1909000000,2197000000,1885000000,1652000000,848000000,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY)."
