Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Last Updated Date,2026-02-24,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Continent,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,SpecialNotes,
Latvia,LVA,EU,377000000,584000000,704000000,927000000,1139000000,798000000,648000000,765000000,680000000,715000000,715000000,618000000,699000000,728000000,778000000,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2014: 1 euro = 0.702804 Latvian lats. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. Based on data from EUROSTAT, the new reference year is 2010.",
"Macao SAR, China",MAC,AS,512000000,412000000,433000000,526000000,621000000,646000000,800000000,964000000,1083000000,1135000000,1254000000,1326000000,1404000000,1600000000,1837000000,"On 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.",
Morocco,MAR,AF,574000000,612000000,693000000,880000000,1090000000,1106000000,1203000000,1363000000,1253000000,1318000000,1456000000,1402000000,1460000000,1793000000,1976000000,,
Moldova,MDA,EU,113000000,141000000,190000000,233000000,288000000,243000000,241000000,277000000,308000000,335000000,345000000,284000000,257000000,302000000,352000000,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",
Madagascar,MDG,AF,93000000,75000000,86000000,97000000,141000000,111000000,104000000,150000000,108000000,133000000,156000000,141000000,141000000,164000000,183000000,,
Maldives,MDV,AS,56000000,70000000,78000000,122000000,167000000,174000000,205000000,184000000,164000000,204000000,208000000,253000000,284000000,308000000,338000000,,
Mexico,MEX,NA,6959000000,7600000000,8108000000,8462000000,8568000000,7207000000,7255000000,7832000000,8449000000,9122000000,9606000000,10098000000,10303000000,10840000000,11230000000,,
North Macedonia,MKD,EU,55000000,62000000,71000000,102000000,136000000,100000000,92000000,113000000,111000000,131000000,149000000,159000000,180000000,207000000,259000000,,
Mali,MLI,AF,66000000,77000000,120000000,137000000,147000000,102000000,111000000,119000000,102000000,118000000,144000000,150000000,157000000,160000000,179000000,,
Malta,MLT,EU,255000000,268000000,320000000,237000000,307000000,291000000,309000000,333000000,339000000,384000000,397000000,368000000,408000000,472000000,518000000,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.4293 Maltese lira. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. National accounts data source from 1995 to 2015 is Eurostat; prior to 1995 is UN.",
Myanmar,MMR,AS,29000000,31000000,37000000,36000000,49000000,52000000,53000000,123000000,257000000,115000000,37000000,25000000,37000000,105000000,89000000,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: September 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).  

In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1960-2014. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",
Mongolia,MNG,AS,193000000,126000000,172000000,196000000,217000000,210000000,265000000,396000000,485000000,580000000,473000000,422000000,482000000,533000000,719000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",
Mozambique,MOZ,AF,134000000,176000000,179000000,180000000,208000000,212000000,216000000,230000000,186000000,241000000,253000000,223000000,245000000,191000000,132000000,,
Mauritius,MUS,AF,255000000,275000000,327000000,357000000,452000000,354000000,398000000,400000000,366000000,438000000,481000000,547000000,616000000,669000000,588000000,,
Malawi,MWI,AF,60000000,54000000,55000000,57000000,61000000,63000000,61000000,61000000,65000000,62000000,74000000,86000000,72000000,86000000,125000000,,
Malaysia,MYS,AS,3178000000,3711000000,4257000000,5601000000,6709000000,6508000000,8324000000,10180000000,12217000000,12236000000,12442000000,10708000000,10472000000,10829000000,12127000000,,
Namibia,NAM,AF,123000000,108000000,118000000,132000000,114000000,35000000,35000000,46000000,48000000,41000000,50000000,63000000,72000000,90000000,56000000,Fiscal year end: March 31, reporting period for national accounts data: CY.
Niger,NER,AF,22000000,30000000,28000000,29000000,68000000,54000000,92000000,40000000,36000000,47000000,85000000,70000000,74000000,80000000,95000000,,
Nigeria,NGA,AF,,240000000,3279000000,5590000000,9777000000,5012000000,5566000000,6598000000,6141000000,5864000000,5811000000,5605000000,1079000000,5797000000,9569000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1970-2020. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",
Nicaragua,NIC,NA,89000000,91000000,136000000,127000000,144000000,134000000,121000000,138000000,136000000,152000000,168000000,156000000,181000000,235000000,219000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1988-2006. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",
Netherlands,NLD,EU,16348000000,13724000000,14588000000,17277000000,19805000000,18628000000,19044000000,20741000000,19778000000,20698000000,21092000000,18038000000,17915199218.75,19985199218.75,20802500000,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 2.20371 Netherlands guilder. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",
Norway,NOR,EU,8489000000,9678000000,10721000000,12121000000,14100000000,12101000000,13472000000,15823000000,16603000000,18465000000,18539000000,15298000000,15069000000,16269000000,17052000000,,
Nepal,NPL,AS,154000000,163000000,185000000,274000000,381000000,434000000,402000000,320000000,413000000,422000000,504000000,527000000,587000000,783000000,833000000,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: July 14). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",
New Zealand,NZL,OC,2229000000,2671000000,2535000000,3077000000,3006000000,2580000000,3039000000,3461000000,3715000000,3861000000,4108000000,3721000000,4010000000,4463000000,4603000000,Fiscal year end: March 31, reporting period for national accounts data: CY.
Oman,OMN,AS,644000000,668000000,712000000,752000000,856000000,902000000,1001000000,1168000000,1282000000,1426000000,1655000000,1769000000,2138000000,2335000000,2542000000,,
Pakistan,PAK,AS,1268000000,1280000000,1545000000,1593000000,1518000000,685000000,925000000,1130000000,1414000000,1083000000,1365000000,1658000000,1909000000,2197000000,1885000000,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",
Panama,PAN,NA,239000000,271000000,271000000,307000000,366000000,338000000,398000000,505000000,415000000,862000000,942000000,1055000000,1144000000,921000000,1184000000,,
Peru,PER,SA,643000000,752000000,798000000,968000000,1122000000,1088000000,1276000000,1356000000,1439000000,1592000000,1589000000,1879000000,2042000000,2191000000,2604000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1988-2009. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",
Philippines,PHL,AS,1275000000,3018000000,2754000000,3030000000,3789000000,3671000000,5487000000,5616000000,6548000000,7833000000,10598000000,11343000000,11135000000,11850000000,11863000000,,
Papua New Guinea,PNG,OC,711999969482422,555999984741211,16000000,21000000,29000000,113000000,119000000,161000000,155000000,153000000,125000000,125000000,119599998474121,154600006103516,113000000,,
Poland,POL,EU,4769000000,5540000000,7215000000,7751000000,9898000000,7366000000,8358000000,8251000000,8540000000,8605000000,8507000000,7701000000,7876000000,8729000000,9481000000,,
Portugal,PRT,EU,2764000000,3049000000,3342000000,3938000000,4329000000,3780000000,3905000000,4146000000,3783000000,3902000000,4151000000,3695000000,3934000000,4601000000,5396000000,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 200.482 Portuguese escudo. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",
Paraguay,PRY,SA,71000000,79000000,92000000,109000000,128000000,131000000,145000000,174000000,207000000,243000000,255000000,281000000,299000000,332000000,336000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1982-1988. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors. Kindly note that GDP per capita and GNI per capita reported are calculated from the UN WPP data which likely creates discrepancy with the official per capita figures, calculated from the latest population census results.",
West Bank and Gaza,PSE,AS,328000000,214000000,208000000,384000000,467000000,471000000,515000000,595000000,643000000,625000000,507000000,596000000,606000000,792000000,806000000,National accounts data are provided in the US dollar.,
French Polynesia,PYF,OC,311000000,312000000,122000000,153000000,159000000,164000000,160000000,168000000,158000000,156000000,169000000,146000000,152000000,152000000,177000000,,
Qatar,QAT,AS,691000000,1759000000,3751000000,,,,,1807000000,5648000000,6616000000,8682000000,8171000000,9089000000,9638000000,9272000000,,
Romania,ROU,EU,539000000,923000000,1308000000,1541000000,2174000000,1469000000,1637000000,1965000000,1832000000,2005000000,2505000000,2237000000,2568000000,4377000000,5328000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1987-1992. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",
Russian Federation,RUS,EU,15285000000,16972000000,17484000000,20424000000,23169000000,21019000000,26693000000,32902000000,42798000000,53453000000,50428000000,34932000000,23952000000,31058000000,34271000000,,
Rwanda,RWA,AF,31000000,37000000,41000000,47000000,70000000,72000000,77000000,89000000,79000000,79000000,84000000,308000000,321000000,371000000,345000000,,
Saudi Arabia,SAU,AS,4428000000,9087000000,12979000000,20170000000,15129000000,20419000000,21135000000,17271000000,17023000000,17660000000,24118000000,19346000000,16658000000,17552000000,16651000000,,
Sudan,SDN,AF,176000000,667000000,1414000000,1477000000,1268000000,868000000,1127000000,937000000,699000000,460000000,439000000,195000000,203000000,29000000,13000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 2018-2020. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",
Senegal,SEN,AF,57000000,65000000,54000000,253000000,176000000,157000000,160000000,151000000,144000000,150000000,148000000,133000000,147000000,154000000,171000000,,
Singapore,SGP,AS,9291000000,10070000000,11268000000,13503000000,16340000000,15704000000,18700000000,21420000000,23139000000,24407000000,25547000000,23658000000,23965000000,24999000000,26514000000,Fiscal year end: March 31, reporting period for national accounts data: CY.
Solomon Islands,SLB,OC,9000000,469999980926514,222000007629395,29000000,34000000,317999992370605,472000007629395,649000015258789,679000015258789,676999969482422,644000015258789,604000015258789,746999969482422,725999984741211,529000015258789,,
Sierra Leone,SLE,AF,30000000,32000000,12000000,14000000,24000000,13000000,13000000,14000000,15000000,20000000,40000000,29000000,30000000,54000000,54000000,,
El Salvador,SLV,NA,292000000,206000000,224000000,278000000,241000000,187000000,219000000,203000000,261000000,242000000,248000000,294000000,412000000,418000000,443000000,,
Sao Tome and Principe,STP,AF,600000023841858,100000001490116,200000002980232,100000001490116,999999977648258,999999977648258,500000007450581,349999994039536,240000009536743,129999995231628,167000007629395,166000003814697,153999996185303,172000007629395,167000007629395,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),
Suriname,SUR,SA,14000000,17000000,18000000,22000000,30000000,32000000,39000000,42000000,51000000,70000000,87000000,116000000,111000000,93000000,94000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1989-2021. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",
Slovak Republic,SVK,EU,745000000,844000000,1060000000,1533000000,2240000000,2100000000,1944000000,2187000000,2140000000,2367000000,2428000000,2126000000,2240000000,2411000000,2622000000,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",
Slovenia,SVN,EU,868000000,950000000,975000000,1144000000,1358000000,1593000000,1479000000,1555000000,1359000000,1417000000,1488000000,1231000000,130540002441406,1506500000,174330004882813,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2007: 1 euro = 239.64 Slovenian tolar. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",
Sweden,SWE,EU,10165000000,10014000000,9852000000,11822000000,12805000000,10552000000,12126000000,13998000000,13954000000,14152000000,14505000000,13123000000,13507000000,15063000000,15704000000,Fiscal year end: June 30, reporting period for national accounts data: CY.
Eswatini,SWZ,AF,48000000,49000000,49000000,51000000,46000000,72000000,61000000,30000000,44000000,38000000,54000000,50000000,30000000,65000000,41000000,Fiscal year end: March 31, reporting period for national accounts data: CY. Authorities revised national accounts from 1999 to 2015.
Sint Maarten (Dutch part),SXM,NA,80000000,94000000,86000000,83000000,88000000,81000000,83000000,88000000,92000000,89000000,88000000,92000000,98000000,88000000,69000000,,
Seychelles,SYC,AF,34000000,39000000,36000000,43000000,39000000,35000000,38000000,40000000,35000000,37000000,37000000,30000000,53000000,62000000,68000000,,
Togo,TGO,AF,8000000,8000000,5000000,17000000,19000000,47000000,46000000,57000000,34000000,45000000,41000000,37000000,38000000,39000000,42000000,,
Thailand,THA,AS,4514000000,3803000000,4599000000,5144000000,5012000000,4429000000,5627000000,5717000000,6248000000,6481000000,7071000000,7718000000,9072000000,10504000000,12083000000,Fiscal year end: September 30, reporting period for national accounts data: CY.
Tajikistan,TJK,AS,340000009536743,379999995231628,6000000,7000000,108000001907349,580000019073486,,309999990463257,390000009536743,229999995231628,,,359999990463257,409999990463257,101999998092651,,
Tonga,TON,OC,609999990463257,379999995231628,810000038146973,989999961853027,989999961853027,709999990463257,769999980926514,118000001907349,141999998092651,178999996185303,207000007629395,232000007629395,20500000,342999992370605,36000000,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",
Trinidad and Tobago,TTO,NA,96000000,180000000,93000000,94000000,75000000,105000000,71000000,150000000,196000000,89000000,124000000,207000000,187000000,97000000,98000000,,
Tunisia,TUN,AF,340000000,374000000,410000000,437000000,458000000,415000000,547000000,607000000,593000000,675000000,681000000,696000000,749000000,795000000,864000000,,
Turkiye,TUR,AS,2524000000,3104000000,2989000000,3649000000,3824000000,4575000000,5194000000,4883000000,4094000000,4817000000,5072000000,5368000000,4783000000,4823000000,4595000000,,
Tuvalu,TUV,OC,379999995231628,4000000,496000003814697,58899998664856,719999980926514,630000019073486,740000009536743,964999961853027,9500000,459999990463257,509999990463257,640000009536743,780000019073486,630000019073486,709999990463257,,
Tanzania,TZA,AF,445000000,554000000,534000000,595000000,721000000,766000000,830000000,899000000,967000000,1034000000,1102000000,1195000000,922000000,807000000,738000000,,
Uganda,UGA,AF,108000000,124000000,123000000,132000000,156000000,192000000,320000000,405000000,484000000,208000000,189000000,186000000,208000000,214000000,333000000,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY). In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1960-2009. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",
Ukraine,UKR,EU,2463000000,2805000000,2834000000,3569000000,4023000000,3330000000,3742000000,4461000000,5104000000,5763000000,5061000000,5101000000,5970000000,7121000000,7899000000,,
Uruguay,URY,SA,194000000,252000000,213000000,239000000,358000000,336000000,419000000,644000000,878000000,1294000000,1311000000,1158000000,855000000,996000000,1033000000,General Government final consumption expenditure includes Non-Profit Institutions Serving Households final concumption expenditure,
United States,USA,NA,70332000000,74111000000,78374000000,82605000000,84318000000,82510000000,85165000000,86623000000,90340000000,91117000000,96248000000,102666000000,109156000000,117929000000,126140000000,,
St. Vincent and the Grenadines,VCT,NA,14000000,15000000,16000000,20000000,18000000,14000000,15000000,131000003814697,136999998092651,141000003814697,21000000,23000000,23000000,24000000,25000000,,
Vanuatu,VUT,OC,13000000,11000000,9000000,11000000,29000000,24000000,30000000,35000000,37000000,41000000,37000000,30000000,25000000,16000000,17000000,,
Samoa,WSM,OC,540000009536743,12500000,980000019073486,101999998092651,108999996185303,106999998092651,148999996185303,13000000,10000000,240000009536743,1500000,170000004768372,139999997615814,320000004768372,170000004768372,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",
South Africa,ZAF,AF,3157000000,3374000000,3384000000,3927000000,4404000000,4152000000,5595000000,5283000000,4069000000,3429000000,3169000000,2998000000,2858000000,3258000000,3402000000,Fiscal year end: March 31, reporting period for national accounts data: CY.
Zambia,ZMB,AF,55000000,57000000,63000000,73000000,118000000,96000000,105000000,111000000,165000000,210000000,222000000,234000000,247000000,223000000,279000000,"National accounts data were rebased to reflect the January 1, 2013, introduction of the new Zambian kwacha at a rate of 1,000 old kwacha = 1 new kwacha.",
